month,usedType,downPercent,modelDescription,color,condition,km,modelGroup,wheel,gear,door,engine,fuel,age,rv,rvRedBook
2017-09-01,New,0.20133555926544242,Yaris,White,Fair,41626.0,Yaris,FWD,Automatic,5,1.2,Benzene,41.0,0.6394991652754591,0.5651085141903172
2017-09-01,New,0.2018214936247723,Yaris,White,Fair,36663.0,Yaris,FWD,Automatic,5,1.2,Benzene,23.0,0.7406193078324226,0.5938069216757741
2017-09-01,New,0.15132231404958676,Hilux Revo 4x2 B,Grey,Fair,51136.0,B-Cab,RWD,Manual,2,2.8,Diesel,13.0,0.7074380165289256,0.5826446280991735
2017-09-01,New,0.16849680715197957,Hilux Revo Prerunner C,White,Fair,111872.0,C-Cab,RWD,Manual,4,3.0,Diesel,45.0,0.5876117496807152,0.5376756066411239
2017-09-01,New,0.2012084592145015,Hilux Revo 4x2 C,White,Poor,53903.0,C-Cab,RWD,Manual,2,2.5,Diesel,26.0,0.5463141993957704,0.4229607250755287
2017-09-01,New,0.15,Vios,White,Fair,103496.0,Vios,FWD,Automatic,4,1.5,Benzene,34.0,0.6205680119581465,0.5022421524663677
2017-09-01,New,0.20098887515451175,Hilux Revo Prerunner D,White,Fair,36576.0,D-Cab,RWD,Manual,4,2.4,Diesel,22.0,0.693053152039555,0.6517305315203955
2017-09-01,New,0.2509467455621302,Hilux Revo Prerunner D,White,Fair,8612.0,D-Cab,RWD,Manual,4,2.4,Diesel,20.0,0.7622958579881657,0.6659763313609467
2017-09-01,New,0.25124223602484475,Hilux Revo 4x2 C,Grey,Fair,26559.0,C-Cab,RWD,Manual,2,2.7,Benzene,21.0,0.49180124223602484,0.4825310559006211
2017-09-01,New,0.15110041265474553,Hilux Revo Prerunner C,White,Fair,173350.0,C-Cab,RWD,Manual,4,2.5,Diesel,32.0,0.6240440165061898,0.5220082530949106
2017-09-01,New,0.10133333333333333,Yaris,White,Fair,117548.0,Yaris,FWD,Automatic,5,1.5,Benzene,58.0,0.5136,0.39416666666666667
2017-09-01,New,0.15120845921450152,Hilux Revo 4x2 C,White,Fair,72084.0,C-Cab,RWD,Manual,2,2.5,Diesel,34.0,0.6141993957703927,0.5702416918429003
2017-09-01,Used,0.025937583969905188,Vios,Grey,Fair,168323.0,Vios,FWD,Automatic,4,1.5,Benzene,92.0,0.32452074391988556,0.28934191702432044
2017-09-01,New,0.10135823429541596,Vios,White,Fair,102405.0,Vios,FWD,Automatic,4,1.5,Benzene,48.0,0.5813242784380306,0.4762308998302207
2017-09-01,New,0.201669449081803,Yaris,White,Poor,45017.0,Yaris,FWD,Automatic,5,1.2,Benzene,39.0,0.6109181969949916,0.49248747913188645
2017-09-01,New,0.2515151515151515,Hilux Revo Prerunner C,White,Fair,72492.0,C-Cab,RWD,Automatic,4,2.4,Diesel,21.0,0.6858974358974359,0.6366550116550117
2017-09-01,New,0.15,Vios,White,Fair,82886.0,Vios,FWD,Automatic,4,1.5,Benzene,61.0,0.520448,0.4124
2017-09-01,Used,0.0,Corolla Altis,Grey,Fair,144398.0,Altis,FWD,Automatic,4,1.6,Benzene,68.0,0.4206837606837607,0.32264957264957267
2017-09-01,New,0.0011444921316165952,Vios,White,Fair,83402.0,Vios,FWD,Automatic,4,1.5,Benzene,27.0,0.5449499284692417,0.5007153075822603
2017-09-01,New,0.17115942028985506,Vios,White,Fair,112686.0,Vios,FWD,Automatic,4,1.5,Benzene,52.0,0.44971014492753625,0.4018115942028985
2017-09-01,New,0.10121951219512196,Hilux Revo 4x2 C,Grey,Poor,126678.0,C-Cab,RWD,Manual,2,2.5,Diesel,48.0,0.5301067073170732,0.4573170731707317
2017-09-01,Used,0.001303143834500733,Hilux Revo 4x2 C,White,Fair,33393.0,C-Cab,RWD,Manual,2,2.5,Diesel,44.0,0.6269656203288491,0.5624065769805681
2017-09-01,New,0.20092807424593967,Hilux Revo Prerunner D,White,Fair,12866.0,D-Cab,RWD,Automatic,4,2.4,Diesel,9.0,0.7224361948955916,0.6305104408352669
2017-09-01,New,0.1012779552715655,Vios,White,Poor,70361.0,Vios,FWD,Automatic,4,1.5,Benzene,55.0,0.47859424920127797,0.3354632587859425
2017-09-01,New,0.2517529215358932,Yaris,White,Fair,48907.0,Yaris,FWD,Automatic,5,1.2,Benzene,30.0,0.6537896494156928,0.5517529215358932
2017-09-01,New,0.15105540897097625,Hilux Revo Prerunner C,White,Fair,13468.0,C-Cab,RWD,Manual,4,2.4,Diesel,15.0,0.7114511873350924,0.6315963060686016
2017-09-01,New,0.05145719489981785,Yaris,White,Fair,10983.0,Yaris,FWD,Automatic,5,1.2,Benzene,13.0,0.7289253187613843,0.6133879781420765
2017-09-01,New,0.07298747763864043,Hilux Revo 4x2 B,Grey,Fair,28916.0,B-Cab,RWD,Manual,2,2.4,Diesel,10.0,0.6852593917710197,0.5983899821109123
2017-09-01,New,0.20135823429541597,Vios,White,Fair,62539.0,Vios,FWD,Automatic,4,1.5,Benzene,19.0,0.6285568760611205,0.5220713073005093
2017-09-01,New,0.15137254901960784,Hilux Revo Prerunner C,Grey,Fair,30237.0,C-Cab,RWD,Manual,4,2.4,Diesel,18.0,0.7133333333333334,0.6137254901960785
2017-09-01,New,0.15131147540983605,Vios,White,Poor,90000.0,Vios,FWD,Automatic,4,1.5,Benzene,64.0,0.43150819672131147,0.32786885245901637
2017-09-01,New,0.13646209386281588,Yaris,White,Fair,55746.0,Yaris,FWD,Automatic,5,1.2,Benzene,20.0,0.7262093862815885,0.592057761732852
2017-09-01,New,0.2517529215358932,Yaris,White,Fair,52064.0,Yaris,FWD,Automatic,5,1.2,Benzene,38.0,0.5894824707846411,0.5517529215358932
2017-09-01,New,0.20084299262381455,Corolla Altis,White,Fair,118660.0,Altis,FWD,Automatic,4,1.8,Benzene,55.0,0.423940990516333,0.33245521601685984
2017-09-01,New,0.15088987764182424,Corolla Altis,White,Fair,92934.0,Altis,FWD,Automatic,4,1.8,Benzene,34.0,0.6093882091212458,0.5105672969966629
2017-09-01,New,0.1514760147601476,Hilux Revo 4x2 D,White,Fair,142459.0,B-Cab,RWD,Manual,2,2.5,Diesel,33.0,0.6001476014760148,0.49953874538745385
2017-09-01,New,0.20133555926544242,Yaris,White,Fair,55836.0,Yaris,FWD,Automatic,5,1.2,Benzene,30.0,0.5823372287145242,0.5204507512520868
2017-09-01,New,0.20143061516452074,Avanza,White,Fair,22881.0,Avanza,RWD,Automatic,5,1.5,Benzene,56.0,0.5112732474964234,0.4034334763948498
2017-09-01,New,0.22904109589041097,Fortuner,White,Fair,78876.0,Fortuner,RWD,Manual,5,2.5,Diesel,50.0,0.5823926940639269,0.5189497716894977
2017-09-01,Used,0.027074974819287823,Hilux Revo 4x2 D,Grey,Poor,394172.0,B-Cab,RWD,Manual,2,3.0,Diesel,104.0,0.33848857644991215,0.2548330404217926
2017-09-01,New,0.1511204481792717,Vios,White,Fair,11577.0,Vios,FWD,Automatic,4,1.5,Benzene,6.0,0.602436974789916,0.5427170868347339
2017-09-01,New,0.2512558869701727,Hilux Revo 4x2 C,White,Fair,109984.0,C-Cab,RWD,Manual,2,2.5,Diesel,32.0,0.5543171114599686,0.5062794348508635
2017-09-01,New,0.15140597539543058,Hilux Revo 4x2 B,Grey,Fair,7730.0,B-Cab,RWD,Manual,2,2.4,Diesel,15.0,0.6882601054481546,0.6036906854130053
2017-09-01,New,0.15216741405082213,Hilux Revo 4x2 C,Black,Fair,185498.0,C-Cab,RWD,Manual,2,2.5,Diesel,44.0,0.5373991031390134,0.48393124065769805
2017-09-01,New,0.1512718600953895,Hilux Revo 4x2 B,Grey,Poor,128951.0,B-Cab,RWD,Manual,2,2.7,Benzene,40.0,0.30279809220985693,0.3179650238473768
2017-09-01,New,0.25119760479041914,Hilux Revo 4x4 B,White,Fair,16241.0,B-Cab,4WD,Manual,4,2.8,Diesel,11.0,0.6855688622754491,0.6104041916167665
2017-09-01,New,0.1511220196353436,Hilux Revo Prerunner C,White,Fair,155788.0,C-Cab,RWD,Manual,4,2.5,Diesel,50.0,0.5762692847124825,0.4905329593267882
2017-09-01,Used,0.0022120223414256483,Vios,Grey,Fair,199894.0,Vios,FWD,Automatic,4,1.5,Benzene,104.0,0.312274678111588,0.25393419170243203
2017-09-01,New,0.20140350877192983,Vios,White,Poor,115561.0,Vios,FWD,Automatic,4,1.5,Benzene,65.0,0.4692982456140351,0.3333333333333333
2017-09-01,New,0.2510899182561308,Hilux Revo Prerunner C,Black,Fair,87730.0,C-Cab,RWD,Manual,4,2.5,Diesel,41.0,0.621008174386921,0.5163487738419619
2017-09-01,New,0.15337837837837837,Hilux Revo 4x2 C,White,Fair,135878.0,C-Cab,RWD,Manual,2,2.5,Diesel,39.0,0.5946452702702703,0.5527871621621622
2017-09-01,New,0.15115273775216137,Hilux Revo Prerunner C,Black,Fair,91879.0,C-Cab,RWD,Manual,4,2.5,Diesel,38.0,0.585878962536023,0.5435878962536023
2017-09-01,Used,0.001983192444036788,Hilux Revo 4x2 C,Grey,Fair,153675.0,C-Cab,RWD,Manual,2,2.5,Diesel,68.0,0.41904334828101647,0.41778774289985054
2017-09-01,New,0.4098092643051771,Hilux Revo Prerunner C,Grey,Poor,46217.0,C-Cab,RWD,Manual,4,2.5,Diesel,42.0,0.513133514986376,0.4768392370572207
2017-09-01,New,0.0012326656394453005,Vios,White,Fair,45240.0,Vios,FWD,Automatic,4,1.5,Benzene,46.0,0.6001232665639445,0.41178736517719566
2017-09-01,New,0.2509592326139089,Corolla Altis,Grey,Poor,98171.0,Altis,FWD,Automatic,4,1.6,Benzene,59.0,0.3515347721822542,0.28776978417266186
2017-09-01,New,0.17453703703703705,Corolla Altis,White,Poor,138336.0,Altis,FWD,Automatic,4,1.8,Benzene,47.0,0.3863888888888889,0.28935185185185186
2017-09-01,Used,0.04523060605692587,Hilux Revo 4x2 C,White,Fair,57896.0,C-Cab,RWD,Manual,2,2.5,Diesel,44.0,0.591778774289985,0.5571748878923767
2017-09-01,New,0.2010899182561308,Hilux Revo Prerunner C,Black,Fair,40570.0,C-Cab,RWD,Manual,4,2.5,Diesel,44.0,0.6385013623978202,0.5544959128065395
2017-09-01,New,0.20125195618153366,Vios,White,Fair,59286.0,Vios,FWD,Automatic,4,1.5,Benzene,33.0,0.5760250391236307,0.4636150234741784
2017-09-01,New,0.22293577981651377,Vios,White,Fair,45810.0,Vios,FWD,Automatic,4,1.5,Benzene,31.0,0.5791743119266055,0.5298165137614679
2017-09-01,Used,0.03250258050790699,Hilux Revo 4x2 B,White,Poor,487466.0,B-Cab,RWD,Manual,2,2.7,Benzene,80.0,0.15043936731107205,0.210896309314587
2017-09-01,New,0.15115606936416184,Hilux Revo 4x2 C,White,Fair,81901.0,C-Cab,RWD,Manual,2,2.5,Diesel,48.0,0.6030346820809248,0.5458815028901735
2017-09-01,New,0.2209020902090209,Corolla Altis,White,Salvage,284030.78389859264,Altis,FWD,Automatic,4,1.8,Benzene,31.0,0.24719471947194718,0.08250825082508251
2017-09-01,New,0.15173553719008265,Hilux Revo 4x2 B,Grey,Fair,12275.0,B-Cab,RWD,Manual,2,2.8,Diesel,6.0,0.7587272727272727,0.6524793388429752
2017-09-01,New,0.15230524642289348,Hilux Revo 4x2 C,Grey,Fair,259815.0,C-Cab,RWD,Manual,2,2.7,Benzene,54.0,0.30279809220985693,0.39467408585055647
2017-09-01,New,0.20099750623441395,Hilux Revo Prerunner D,Black,Salvage,301881.85153480363,D-Cab,RWD,Manual,4,2.5,Diesel,55.0,0.13608478802992519,0.07481296758104738
2017-09-01,New,0.1511764705882353,Hilux Revo Prerunner C,Grey,Salvage,187055.79719718208,C-Cab,RWD,Manual,4,2.5,Diesel,48.0,0.28166176470588233,0.07352941176470588
2017-09-01,New,0.10120845921450151,Hilux Revo 4x2 C,White,Fair,61607.0,C-Cab,RWD,Manual,2,2.5,Diesel,47.0,0.5786404833836858,0.5540030211480362
2017-09-01,New,0.0005669737774627923,Fortuner,White,Fair,23658.0,Fortuner,RWD,Automatic,5,2.4,Diesel,9.0,0.8189936215450035,0.6598157335223246
2017-09-01,New,0.17133333333333334,Yaris,White,Poor,135075.0,Yaris,FWD,Automatic,5,1.5,Benzene,52.0,0.46723333333333333,0.30833333333333335
2017-09-01,New,0.25084299262381454,Corolla Altis,White,Fair,77332.0,Altis,FWD,Automatic,4,1.8,Benzene,50.0,0.4104109589041096,0.3609062170706006
2017-09-01,New,0.2512326656394453,Vios,White,Fair,98039.0,Vios,FWD,Automatic,4,1.5,Benzene,47.0,0.5473651771956857,0.45801232665639446
2017-09-01,New,0.2514059753954306,Hilux Revo 4x2 D,Grey,Fair,115149.0,B-Cab,RWD,Manual,2,2.5,Diesel,32.0,0.6017574692442882,0.4881370826010545
2017-09-01,New,0.20544959128065396,Hilux Revo Prerunner C,Black,Fair,54226.0,C-Cab,RWD,Manual,4,2.5,Diesel,32.0,0.6443324250681199,0.5582425068119891
2017-09-01,New,0.08556981719175417,Vios,White,Fair,54061.0,Vios,FWD,Automatic,4,1.5,Benzene,30.0,0.7158304161804745,0.6077401789187087
2017-09-01,New,0.15120845921450152,Hilux Revo 4x2 C,White,Fair,82529.0,C-Cab,RWD,Manual,2,2.5,Diesel,30.0,0.5657099697885196,0.554380664652568
2017-09-01,New,0.201238773614122,Vios,White,Fair,72082.0,Vios,FWD,Automatic,4,1.5,Benzene,52.0,0.43409724372870856,0.3898265716940229
2017-09-01,New,0.2012718600953895,Hilux Revo 4x2 B,Grey,Poor,305265.0,B-Cab,RWD,Manual,2,2.7,Benzene,51.0,0.2296502384737679,0.2384737678855326
2017-09-01,New,0.15240715268225585,Hilux Revo Prerunner C,White,Fair,75762.0,C-Cab,RWD,Manual,4,2.5,Diesel,36.0,0.6034387895460798,0.5557083906464925
2017-09-01,New,0.41109937888198755,Hilux Revo 4x2 C,Grey,Poor,53227.0,C-Cab,RWD,Manual,2,2.7,Benzene,28.0,0.4353105590062112,0.3105590062111801
2017-09-01,New,0.251358234295416,Vios,White,Fair,27636.0,Vios,FWD,Automatic,4,1.5,Benzene,38.0,0.6503565365025467,0.5186757215619694
2017-09-01,New,0.2009313154831199,Corolla Altis,Grey,Fair,99660.0,Altis,FWD,Automatic,4,1.6,Benzene,54.0,0.37119906868451685,0.34080325960419094
2017-09-01,New,0.03919581464872945,Hilux Revo 4x2 C,White,Fair,26546.0,C-Cab,RWD,Manual,2,2.5,Diesel,27.0,0.6109715994020927,0.5631539611360239
2017-09-01,New,0.15119047619047618,Hilux Revo 4x2 C,White,Fair,50790.0,C-Cab,RWD,Manual,2,2.4,Diesel,14.0,0.6910416666666667,0.5915178571428571
2017-09-01,New,0.30278805394990366,Yaris,White,Fair,18336.0,Yaris,FWD,Automatic,5,1.2,Benzene,12.0,0.7298265895953757,0.605009633911368
2017-09-01,New,0.15110803324099722,Hilux Revo Prerunner C,White,Poor,53676.0,C-Cab,RWD,Manual,4,2.4,Diesel,22.0,0.723213296398892,0.554016620498615
2017-09-01,New,0.10137693631669535,Vios,Gold,Poor,106296.0,Vios,FWD,Automatic,4,1.5,Benzene,54.0,0.4604130808950086,0.3442340791738382
2017-09-01,New,0.1512326656394453,Vios,White,Fair,87722.0,Vios,FWD,Automatic,4,1.5,Benzene,46.0,0.5869337442218798,0.4714946070878274
2017-09-01,New,0.2510899182561308,Vios,White,Poor,141725.0,Vios,FWD,Automatic,4,1.5,Benzene,27.0,0.556866485013624,0.3542234332425068
2017-09-01,New,0.2,Yaris,White,Fair,67405.0,Yaris,FWD,Automatic,5,1.2,Benzene,41.0,0.6537896494156928,0.5413188647746243
2017-09-01,New,0.20129198966408268,Hilux Revo Prerunner C,Black,Poor,14283.0,C-Cab,RWD,Manual,4,2.5,Diesel,47.0,0.43131782945736435,0.45219638242894056
2017-09-01,New,0.2510269576379974,Hilux Revo Prerunner C,Grey,Fair,70169.0,C-Cab,RWD,Manual,4,2.5,Diesel,45.0,0.6098587933247753,0.5343388960205392
2017-09-01,New,0.25143112701252235,Hilux Revo 4x2 B,Grey,Fair,8611.0,B-Cab,RWD,Manual,2,2.4,Diesel,6.0,0.7694812164579606,0.6144901610017889
2017-09-01,New,0.20146788990825687,Hilux Revo 4x2 D,White,Poor,153390.0,B-Cab,RWD,Manual,2,2.5,Diesel,51.0,0.42407339449541287,0.25688073394495414
2017-09-01,New,0.1514760147601476,Hilux Revo 4x2 D,White,Poor,157938.0,B-Cab,RWD,Manual,2,2.5,Diesel,35.0,0.59619926199262,0.42435424354243545
2017-09-01,New,0.0012326656394453005,Yaris,White,Fair,9538.0,Yaris,FWD,Automatic,5,1.2,Benzene,14.0,0.7056394453004623,0.5832049306625577
2017-09-01,New,0.2511444921316166,Vios,White,Fair,92912.0,Vios,FWD,Automatic,4,1.5,Benzene,20.0,0.4898426323319027,0.488555078683834
2017-09-01,New,0.0008205128205128205,Hilux Revo Prerunner D,White,Fair,28595.0,D-Cab,RWD,Automatic,4,2.4,Diesel,9.0,0.7089435897435897,0.637948717948718
2017-09-01,New,0.15115995115995115,Corolla Altis,Grey,Fair,47797.0,Altis,FWD,Automatic,4,1.6,Benzene,53.0,0.46771672771672773,0.3891941391941392
2017-09-01,New,0.1511764705882353,Hilux Revo Prerunner C,Black,Fair,63023.0,C-Cab,RWD,Manual,4,2.5,Diesel,49.0,0.6357058823529412,0.5426470588235294
2017-09-01,New,0.2012924071082391,Yaris,White,Fair,34068.0,Yaris,FWD,Automatic,5,1.2,Benzene,34.0,0.6430371567043619,0.5444264943457189
2017-09-01,New,0.250990099009901,Hilux Revo Prerunner C,White,Fair,16093.0,C-Cab,RWD,Manual,4,2.4,Diesel,14.0,0.6700742574257426,0.6413985148514851
2017-09-01,New,0.15139911634756995,Hilux Revo 4x2 C,Grey,Fair,26686.0,C-Cab,RWD,Manual,2,2.4,Diesel,22.0,0.6303387334315169,0.6255522827687776
2017-09-01,New,0.20192678227360308,Yaris,White,Fair,53129.0,Yaris,FWD,Automatic,5,1.2,Benzene,21.0,0.6885934489402697,0.5761078998073218
2017-09-01,New,0.15139911634756995,Hilux Revo 4x2 C,Grey,Poor,44671.0,C-Cab,RWD,Manual,2,2.4,Diesel,15.0,0.5956701030927835,0.5007363770250368
2017-09-01,New,0.1514200298953662,Hilux Revo 4x2 C,Black,Fair,64964.0,C-Cab,RWD,Manual,2,2.5,Diesel,29.0,0.596576980568012,0.5743647234678625
2017-09-01,New,0.10124223602484472,Hilux Revo 4x2 C,Grey,Fair,78260.0,C-Cab,RWD,Manual,2,2.5,Diesel,32.0,0.5383229813664596,0.49611801242236025
2017-09-01,New,0.201423487544484,Hilux Revo 4x2 B,White,Fair,50300.0,B-Cab,RWD,Manual,2,2.4,Diesel,19.0,0.7044483985765124,0.5774021352313167
2017-09-01,New,0.1512326656394453,Vios,White,Fair,101945.0,Vios,FWD,Automatic,4,1.5,Benzene,38.0,0.5440677966101695,0.47380585516178736
2017-09-01,New,0.22016806722689075,Yaris,White,Fair,24362.0,Yaris,FWD,Automatic,5,1.2,Benzene,24.0,0.7732773109243698,0.657563025210084
2017-09-01,New,0.20141843971631207,Vios,White,Fair,89509.0,Vios,FWD,Automatic,4,1.5,Benzene,72.0,0.43634751773049646,0.4051418439716312
2017-09-01,New,0.20109439124487005,Hilux Revo 4x2 C,Grey,Fair,222914.0,C-Cab,RWD,Manual,2,2.7,Benzene,53.0,0.2707934336525308,0.38816689466484267
2017-09-01,New,0.20119581464872946,Hilux Revo 4x2 C,Grey,Fair,43381.0,C-Cab,RWD,Manual,2,2.5,Diesel,26.0,0.5453961136023916,0.5855754857997011
2017-09-01,New,0.2011444921316166,Vios,White,Fair,68786.0,Vios,FWD,Automatic,4,1.5,Benzene,49.0,0.5663805436337626,0.4667381974248927
2017-09-01,New,0.10096501809408927,Hilux Revo Prerunner C,White,Fair,31542.0,C-Cab,RWD,Automatic,4,2.4,Diesel,10.0,0.650518697225573,0.5678528347406514
2017-09-01,New,0.1514760147601476,Hilux Revo 4x2 D,White,Poor,99371.0,B-Cab,RWD,Manual,2,2.5,Diesel,40.0,0.6317343173431734,0.44280442804428044
2017-09-01,New,0.040741811175337185,Yaris,White,Fair,30105.0,Yaris,FWD,Automatic,5,1.2,Benzene,9.0,0.6597302504816955,0.5929672447013488
2017-09-01,New,0.1513355592654424,Hilux Revo 4x2 C,Grey,Fair,76990.0,C-Cab,RWD,Manual,2,2.5,Diesel,34.0,0.5823372287145242,0.5751252086811353
2017-09-01,New,0.03513513513513514,Hilux Revo 4x2 C,Grey,Fair,10033.0,C-Cab,RWD,Manual,2,2.4,Diesel,8.0,0.7808108108108108,0.7141047297297297
2017-09-01,New,0.2665620328849028,Hilux Revo 4x2 C,Black,Fair,121208.0,C-Cab,RWD,Manual,2,2.5,Diesel,28.0,0.5533931240657698,0.5377428998505231
2017-09-01,New,0.20071237756010685,Commuter,White,Fair,143297.0,Van,RWD,Manual,4,2.5,Diesel,57.0,0.6860195903829029,0.5734639358860196
2017-09-01,Used,0.0019927066935017837,Hilux Revo 4x2 C,Grey,Poor,194689.0,C-Cab,RWD,Manual,2,2.5,Diesel,69.0,0.4158445440956652,0.32884902840059793
2017-09-01,New,0.1514760147601476,Hilux Revo 4x2 D,White,Fair,119142.0,B-Cab,RWD,Manual,2,2.5,Diesel,38.0,0.6277859778597786,0.4976937269372694
2017-09-01,Used,0.04165831108108964,Corolla Altis,Grey,Fair,193888.0,Altis,FWD,Automatic,4,1.6,Benzene,68.0,0.3422954822954823,0.3058608058608059
2017-09-01,New,0.20226244343891403,Corolla Altis,White,Fair,93717.0,Altis,FWD,Automatic,4,1.6,Benzene,38.0,0.5228959276018099,0.36538461538461536
2017-09-01,New,0.1513136288998358,Vios,White,Fair,51185.0,Vios,FWD,Automatic,4,1.5,Benzene,48.0,0.544663382594417,0.4215927750410509
2017-09-01,New,0.2510899182561308,Hilux Revo Prerunner C,Black,Average,77496.0,C-Cab,RWD,Manual,4,2.5,Diesel,38.0,0.6180926430517711,0.5575613079019074
2017-09-01,New,0.15,Vios,White,Average,49213.0,Vios,FWD,Automatic,4,1.5,Benzene,58.0,0.5031239935587761,0.4605475040257649
2017-09-01,New,0.45686900958466453,Vios,White,Fair,53320.0,Vios,FWD,Automatic,4,1.5,Benzene,55.0,0.4307348242811502,0.4241214057507987
2017-09-01,New,0.15109439124487004,Hilux Revo 4x2 C,Grey,Fair,168379.0,C-Cab,RWD,Manual,2,2.7,Benzene,52.0,0.3425170998632011,0.4069767441860465
2017-09-01,Used,0.03539347732226914,Hilux Revo Prerunner C,Grey,Fair,295102.0,C-Cab,RWD,Manual,4,3.0,Diesel,104.0,0.4161111111111111,0.38506944444444446
2017-09-01,New,0.15,Hilux Revo 4x2 D,White,Fair,225819.0,B-Cab,RWD,Manual,2,2.5,Diesel,48.0,0.5329962546816479,0.42228464419475653
2017-09-01,New,0.2011111111111111,Hilux Revo Prerunner C,Black,Average,83970.0,C-Cab,RWD,Manual,4,2.5,Diesel,46.0,0.6122777777777778,0.5479166666666667
2017-09-01,New,0.25116448326055313,Hilux Revo Prerunner C,Grey,Poor,167699.0,C-Cab,RWD,Manual,4,2.5,Diesel,43.0,0.5638136826783114,0.48034934497816595
2017-09-01,New,0.2,Yaris,White,Average,72274.0,Yaris,FWD,Automatic,5,1.2,Benzene,42.0,0.5930550918196995,0.5880634390651085
2017-09-01,New,0.25055594162612926,Camry,White,Average,71714.0,Camry,FWD,Automatic,4,2.0,Benzene,27.0,0.6707018763029882,0.6575747046560111
2017-09-01,New,0.10055594162612926,Camry,White,Average,48593.0,Camry,FWD,Automatic,4,2.0,Benzene,19.0,0.7376233495482974,0.6879777623349548
2017-09-01,Used,0.03229394328678601,Vios,White,Fair,130506.0,Vios,FWD,Automatic,4,1.5,Benzene,92.0,0.4194277539341917,0.30150214592274677
2017-09-01,New,0.0,Hilux Revo Prerunner D,White,Average,36788.0,D-Cab,RWD,Automatic,4,2.4,Diesel,15.0,0.737402862985685,0.6725460122699386
2017-09-01,New,0.10144927536231885,Hilux Revo 4x2 B,White,Poor,33682.0,B-Cab,RWD,Manual,2,2.4,Diesel,9.0,0.5543840579710145,0.47101449275362317
2017-09-01,New,0.20169779286926995,Vios,White,Fair,150048.0,Vios,FWD,Automatic,4,1.5,Benzene,47.0,0.5885908319185059,0.3875212224108659
2017-09-01,New,0.20124223602484473,Hilux Revo 4x2 C,Grey,Fair,129097.0,C-Cab,RWD,Manual,2,2.5,Diesel,44.0,0.4984472049689441,0.49301242236024845
2017-09-01,New,0.20125195618153366,Vios,White,Average,35676.0,Vios,FWD,Automatic,4,1.5,Benzene,33.0,0.5458841940532081,0.5215179968701096
2017-09-01,Used,0.02160008200709101,Hilux Revo Prerunner D,Black,Fair,207433.0,D-Cab,RWD,Manual,4,2.5,Diesel,92.0,0.5334310850439883,0.5241935483870968
2017-09-01,New,0.20135823429541597,Vios,White,Fair,80464.0,Vios,FWD,Automatic,4,1.5,Benzene,47.0,0.4541595925297114,0.42232597623089985
